sample_id,file_name,image_path,copied_sample_path,source,source_file,issue_type,generation_method,recognized_name,recognized_id_number,recognized_gender,recognized_ethnic,recognized_birth,recognized_address,success,owner_id_link_ready,error_type,failure_reason,elapsed_ms,screenshot_path,note
ORG004,noise.png,datas/noise.png,UserShow/task1/images/all_samples/noise.png,原有,datas/noise.png,加噪声,datas 原有图片，未修改,,,,,--,,False,False,exception,Exception: 身份证识别失败！！！,117.0,UserShow/task1/images/failure/ORG004_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
ORG005,tilt_10deg.png,datas/tilt_10deg.png,UserShow/task1/images/all_samples/tilt_10deg.png,原有,datas/tilt_10deg.png,倾斜旋转,datas 原有图片，未修改,,,,,--,,False,False,exception,Exception: 身份证识别失败！！！,108.0,UserShow/task1/images/failure/ORG005_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
ORG006,low_resolution.png,datas/low_resolution.png,UserShow/task1/images/all_samples/low_resolution.png,原有,datas/low_resolution.png,低分辨率,datas 原有图片，未修改,,,,,--,,False,False,exception,Exception: 身份证识别失败！！！,117.6,UserShow/task1/images/failure/ORG006_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
ADD002,task1_002_bright_plus_dark.png,datas/task1_processed/task1_002_bright_plus_dark.png,UserShow/task1/images/all_samples/task1_002_bright_plus_dark.png,新增,datas/dark.png,光照过亮,基于 dark.png 处理：亮度/对比度轻微提高,,,,,--,,False,False,exception,Exception: 身份证识别失败！！！,141.9,UserShow/task1/images/failure/ADD002_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
ADD004,task1_004_contrast_tilt_10deg.png,datas/task1_processed/task1_004_contrast_tilt_10deg.png,UserShow/task1/images/all_samples/task1_004_contrast_tilt_10deg.png,新增,datas/tilt_10deg.png,对比度变化,基于 tilt_10deg.png 处理：对比度增强,,,,,--,,False,False,exception,Exception: 身份证识别失败！！！,116.2,UserShow/task1/images/failure/ADD004_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
ADD006,task1_006_rotate_small_dark.png,datas/task1_processed/task1_006_rotate_small_dark.png,UserShow/task1/images/all_samples/task1_006_rotate_small_dark.png,新增,datas/dark.png,倾斜旋转,基于 dark.png 处理：小角度旋转,,,,,--,,False,False,exception,Exception: 获取各行起始坐标失败！,222.5,UserShow/task1/images/failure/ADD006_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
ADD008,task1_008_low_res_light_tilt_10deg.png,datas/task1_processed/task1_008_low_res_light_tilt_10deg.png,UserShow/task1/images/all_samples/task1_008_low_res_light_tilt_10deg.png,新增,datas/tilt_10deg.png,低分辨率,基于 tilt_10deg.png 处理：降采样后再放大,,,,,--,,False,False,exception,Exception: 身份证识别失败！！！,115.5,UserShow/task1/images/failure/ADD008_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
ADD009,task1_009_crop_light_normal.png,datas/task1_processed/task1_009_crop_light_normal.png,UserShow/task1/images/all_samples/task1_009_crop_light_normal.png,新增,datas/normal.png,局部裁剪,基于 normal.png 处理：轻微裁剪边缘,,,,,--,,False,False,exception,Exception: 身份证识别失败！！！,116.6,UserShow/task1/images/failure/ADD009_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
ADD012,task1_012_clear_copy_tilt_10deg.png,datas/task1_processed/task1_012_clear_copy_tilt_10deg.png,UserShow/task1/images/all_samples/task1_012_clear_copy_tilt_10deg.png,新增,datas/tilt_10deg.png,清晰正面,基于 tilt_10deg.png 处理：原图复制，作为稳定识别参考,,,,,--,,False,False,exception,Exception: 身份证识别失败！！！,106.9,UserShow/task1/images/failure/ADD012_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
ADD016,task1_016_blur_light_tilt_10deg.png,datas/task1_processed/task1_016_blur_light_tilt_10deg.png,UserShow/task1/images/all_samples/task1_016_blur_light_tilt_10deg.png,新增,datas/tilt_10deg.png,模糊,基于 tilt_10deg.png 处理：轻微高斯模糊,,,,,--,,False,False,exception,Exception: 身份证识别失败！！！,118.5,UserShow/task1/images/failure/ADD016_failure.png,评估口径为是否识别出可用身份证号；未使用真实标签时不宣称字段完全准确
